Reactor Name,Reactor Status,Country,Reactor Type,Model,Owner,Operator,Reference Unit Power (Net Capacity) [MWe],Design Net Capacity [MWe],Gross Capacity [MWe],Thermal Capacity [MWt],Construction Start Date,First Criticality Date,Construction Suspended Date,Construction Restart Date,First Grid Connection,Commercial Operation Date,Suspended Operation Date,End of Suspended Operation Date,Permanent Shutdown Date,Thermal Efficiency [%],Energy Efficiency [%],Years Connected
HAMAOKA-5,Suspended Operation,Japan,BWR,ABWR,"CHUBU ELECTRIC POWER CO., INC.","CHUBU ELECTRIC POWER CO., INC.",1325,1325,1380,3926,2000-07-12,2004-03-23,,,2004-04-30,2005-01-18,2011-05-14,,,33.75,33.75,0
HIGASHI DORI-1 (TOHOKU),Suspended Operation,Japan,BWR,BWR-5,"Tohoku Electric Power Co., Inc","Tohoku Electric Power Co., Inc",1067,1067,1100,3293,2000-11-07,2005-01-24,,,2005-03-09,2005-12-08,2011-03-11,,,32.4,32.4,0
IKATA-1,Permanent Shutdown,Japan,PWR,M (2-loop),"SHIKOKU ELECTRIC POWER CO., INC","SHIKOKU ELECTRIC POWER CO., INC",538,538,566,1650,1973-09-01,1977-01-29,,,1977-02-17,1977-09-30,,,2016-05-10,32.61,32.61,0
IKATA-2,Permanent Shutdown,Japan,PWR,M (2-loop),"SHIKOKU ELECTRIC POWER CO., INC","SHIKOKU ELECTRIC POWER CO., INC",538,538,566,1650,1978-08-01,1981-07-31,,,1981-08-19,1982-03-19,,,2018-05-23,32.61,32.61,0
IKATA-3,Operational,Japan,PWR,M (3-loop),"SHIKOKU ELECTRIC POWER CO., INC","SHIKOKU ELECTRIC POWER CO., INC",846,846,890,2660,1990-10-01,1994-02-23,,,1994-03-29,1994-12-15,,,,31.8,31.8,0
JPDR,Permanent Shutdown,Japan,BWR,BWR-1,JAPAN ATOMIC ENERGY AGENCY,JAPAN ATOMIC ENERGY AGENCY,12,10,13,90,1960-12-01,1963-08-22,,,1963-10-26,1965-03-15,,,1976-03-18,13.33,11.11,0
KASHIWAZAKI KARIWA-1,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1980-06-05,1984-12-12,,,1985-02-13,1985-09-18,2011-08-06,,,32.4,32.4,0
KASHIWAZAKI KARIWA-2,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1985-11-18,1989-11-30,,,1990-02-08,1990-09-28,2007-07-05,,,32.4,32.4,0
KASHIWAZAKI KARIWA-3,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1989-03-07,1992-10-19,,,1992-12-08,1993-08-11,2007-09-19,,,32.4,32.4,0
KASHIWAZAKI KARIWA-4,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1990-03-05,1993-11-01,,,1993-12-21,1994-08-11,2008-02-11,,,32.4,32.4,0
KASHIWAZAKI KARIWA-5,Suspended Operation,Japan,BWR,BWR-5,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1067,1067,1100,3293,1985-06-20,1989-07-20,,,1989-09-12,1990-04-10,2012-01-25,,,32.4,32.4,0
KASHIWAZAKI KARIWA-6,Suspended Operation,Japan,BWR,ABWR,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1315,1315,1356,3926,1992-11-03,1995-12-18,,,1996-01-29,1996-11-07,2012-03-26,,,33.49,33.49,0
KASHIWAZAKI KARIWA-7,Suspended Operation,Japan,BWR,ABWR,"Tokyo Electric Power Company Holdings, Inc.","Tokyo Electric Power Company Holdings, Inc.",1315,1315,1356,3926,1993-07-01,1996-11-01,,,1996-12-17,1997-07-02,2011-08-23,,,33.49,33.49,0
MIHAMA-1,Permanent Shutdown,Japan,PWR,WH 2LP,Kansai Electric Power Co.,Kansai Electric Power Co.,320,320,340,1031,1967-02-01,1970-07-29,,,1970-08-08,1970-11-28,,,2015-04-27,31.04,31.04,0
MIHAMA-2,Permanent Shutdown,Japan,PWR,M (2-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,470,470,500,1456,1968-05-29,1972-04-10,,,1972-04-21,1972-07-25,,,2015-04-27,32.28,32.28,0
MIHAMA-3,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,780,780,826,2440,1972-08-07,1976-01-28,,,1976-02-19,1976-12-01,,,,31.97,31.97,0
MONJU,Permanent Shutdown,Japan,FBR,-,JAPAN ATOMIC ENERGY AGENCY,JAPAN ATOMIC ENERGY AGENCY,246,246,280,714,1986-05-10,1994-04-05,,,1995-08-29,N/A,1995-12-08,2017-12-05,2017-12-05,34.45,34.45,0
OHI-1,Permanent Shutdown,Japan,PWR,WH 4LP,Kansai Electric Power Co.,Kansai Electric Power Co.,1120,1120,1175,3423,1972-10-26,1977-12-02,,,1977-12-23,1979-03-27,,,2018-03-01,32.72,32.72,0
OHI-2,Permanent Shutdown,Japan,PWR,WH 4LP,Kansai Electric Power Co.,Kansai Electric Power Co.,1120,1120,1175,3423,1972-12-08,1978-09-14,,,1978-10-11,1979-12-05,,,2018-03-01,32.72,32.72,0
OHI-3,Operational,Japan,PWR,M (4-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,1127,1127,1180,3423,1987-10-03,1991-05-17,,,1991-06-07,1991-12-18,,,,32.92,32.92,0
OHI-4,Operational,Japan,PWR,M (4-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,1127,1127,1180,3423,1988-06-13,1992-05-28,,,1992-06-19,1993-02-02,,,,32.92,32.92,0
OHMA,Under Construction,Japan,BWR,ABWR,"ELECTRIC POWER DEVELOPMENT CO., LTD.","ELECTRIC POWER DEVELOPMENT CO., LTD.",1328,1328,1383,3926,2010-05-07,N/A,,,N/A,N/A,,,,33.83,33.83,0
ONAGAWA-1,Permanent Shutdown,Japan,BWR,BWR-4,"Tohoku Electric Power Co., Inc","Tohoku Electric Power Co., Inc",498,498,524,1593,1980-07-08,1983-10-18,,,1983-11-18,1984-06-01,,,2018-12-21,31.26,31.26,0
ONAGAWA-2,Operational,Japan,BWR,BWR-5,"Tohoku Electric Power Co., Inc","Tohoku Electric Power Co., Inc",796,796,825,2436,1991-04-12,1994-11-02,,,1994-12-23,1995-07-28,2011-03-11,2024-11-15,,32.68,32.68,0
ONAGAWA-3,Suspended Operation,Japan,BWR,BWR-5,"Tohoku Electric Power Co., Inc","Tohoku Electric Power Co., Inc",796,796,825,2436,1998-01-23,2001-04-26,,,2001-05-30,2002-01-30,2011-03-11,,,32.68,32.68,0
SENDAI-1,Operational,Japan,PWR,M (3-loop),"Kyushu Electric Power Co., Inc.","Kyushu Electric Power Co., Inc.",846,846,890,2660,1979-12-15,1983-08-25,,,1983-09-16,1984-07-04,,,,31.8,31.8,0
SENDAI-2,Operational,Japan,PWR,M (3-loop),"Kyushu Electric Power Co., Inc.","Kyushu Electric Power Co., Inc.",846,846,890,2660,1981-10-12,1985-03-18,,,1985-04-05,1985-11-28,,,,31.8,31.8,0
SHIKA-1,Suspended Operation,Japan,BWR,BWR-5,HOKURIKU ELECTRIC POWER CO.,HOKURIKU ELECTRIC POWER CO.,505,505,540,1593,1989-07-01,1992-11-20,,,1993-01-12,1993-07-30,2011-03-01,,,31.7,31.7,0
SHIKA-2,Suspended Operation,Japan,BWR,ABWR,HOKURIKU ELECTRIC POWER CO.,HOKURIKU ELECTRIC POWER CO.,1108,1304,1206,3926,2001-08-20,2005-05-26,,,2005-07-04,2006-03-15,2011-03-11,,,28.22,33.21,0
SHIMANE-1,Permanent Shutdown,Japan,BWR,BWR-3,"THE CHUGOKU ELECTRIC POWER CO., INC.","THE CHUGOKU ELECTRIC POWER CO., INC.",439,439,460,1380,1970-07-02,1973-06-01,,,1973-12-02,1974-03-29,,,2015-04-30,31.81,31.81,0
SHIMANE-2,Operational,Japan,BWR,BWR-5,"THE CHUGOKU ELECTRIC POWER CO., INC.","THE CHUGOKU ELECTRIC POWER CO., INC.",789,789,820,2436,1985-02-02,1988-05-25,,,1988-07-11,1989-02-10,2012-01-17,2024-12-12,,32.39,32.39,0
SHIMANE-3,Under Construction,Japan,BWR,ABWR,"THE CHUGOKU ELECTRIC POWER CO., INC.","THE CHUGOKU ELECTRIC POWER CO., INC.",1325,1325,1373,3926,2006-10-24,N/A,,,N/A,N/A,,,,33.75,33.75,0
TAKAHAMA-1,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,780,780,826,2440,1970-04-25,1974-03-14,,,1974-03-27,1974-11-14,2011-01-10,2023-08-02,,31.97,31.97,0
TAKAHAMA-2,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,780,780,826,2440,1971-03-09,1974-12-20,,,1975-01-17,1975-11-14,2011-11-25,2023-09-20,,31.97,31.97,0
TAKAHAMA-3,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,830,830,870,2660,1980-12-12,1984-04-17,,,1984-05-09,1985-01-17,,,,31.2,31.2,0
TAKAHAMA-4,Operational,Japan,PWR,M (3-loop),Kansai Electric Power Co.,Kansai Electric Power Co.,830,830,870,2660,1981-03-19,1984-10-11,,,1984-11-01,1985-06-05,,,,31.2,31.2,0
TOKAI-1,Permanent Shutdown,Japan,GCR,MAGNOX,JAPAN ATOMIC POWER CO.,JAPAN ATOMIC POWER CO.,137,159,166,587,1961-03-01,1965-05-04,,,1965-11-10,1966-07-25,,,1998-03-31,23.34,27.09,0
TOKAI-2,Suspended Operation,Japan,BWR,BWR-5,JAPAN ATOMIC POWER CO.,JAPAN ATOMIC POWER CO.,1060,1056,1100,3293,1973-10-03,1978-01-18,,,1978-03-13,1978-11-28,2011-03-11,,,32.19,32.07,0
TOMARI-1,Suspended Operation,Japan,PWR,M (2-loop),"HOKKAIDO ELECTRIC POWER CO., INC.","HOKKAIDO ELECTRIC POWER CO., INC.",550,550,579,1650,1985-04-18,1988-11-16,,,1988-12-06,1989-06-22,2011-04-22,,,33.33,33.33,0
TOMARI-2,Suspended Operation,Japan,PWR,M (2-loop),"HOKKAIDO ELECTRIC POWER CO., INC.","HOKKAIDO ELECTRIC POWER CO., INC.",550,550,579,1650,1985-06-13,1990-07-25,,,1990-08-27,1991-04-12,2011-08-26,,,33.33,33.33,0
TOMARI-3,Suspended Operation,Japan,PWR,M (3-loop),"HOKKAIDO ELECTRIC POWER CO., INC.","HOKKAIDO ELECTRIC POWER CO., INC.",866,866,912,2660,2004-11-18,2009-03-03,,,2009-03-20,2009-12-22,2012-05-05,,,32.56,32.56,0
TSURUGA-1,Permanent Shutdown,Japan,BWR,BWR-2,JAPAN ATOMIC POWER CO.,JAPAN ATOMIC POWER CO.,340,341,357,1070,1966-04-22,1969-10-03,,,1969-11-16,1970-03-14,,,2015-04-27,31.78,31.87,0
TSURUGA-2,Suspended Operation,Japan,PWR,M (4-loop),JAPAN ATOMIC POWER CO.,JAPAN ATOMIC POWER CO.,1108,1115,1160,3411,1982-11-06,1986-05-28,,,1986-06-19,1987-02-17,2011-05-07,,,32.48,32.69,0
AKTAU,Permanent Shutdown,Kazakhstan,FBR,BN-350,Ministry of Energy of the Republic of Kazakhstan,Limited liability partnership «Mangistau atomic energy complex-Kazatomprom»,52,52,90,1000,1964-10-01,1972-11-01,,,1973-07-16,1973-07-16,,,1999-04-22,5.2,5.2,0
HANBIT-1,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,965,903,1025,2787,1981-06-04,1986-01-31,,,1986-03-05,1986-08-25,,,,34.63,32.4,0
HANBIT-2,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,952,903,1024,2787,1981-12-01,1986-10-15,,,1986-11-11,1987-06-10,,,,34.16,32.4,0
HANBIT-3,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,983,950,1041,2825,1989-12-23,1994-10-13,,,1994-10-30,1995-03-31,,,,34.8,33.63,0
HANBIT-4,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,961,950,1041,2825,1990-05-26,1995-07-07,,,1995-07-18,1996-01-01,,,,34.02,33.63,0
HANBIT-5,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,974,950,1051,2825,1997-06-29,2001-11-24,,,2001-12-19,2002-05-21,,,,34.48,33.63,0
HANBIT-6,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,978,950,1053,2825,1997-11-20,2002-09-01,,,2002-09-16,2002-12-24,,,,34.62,33.63,0
HANUL-1,Operational,"Korea, Republic of",PWR,France CPI,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,953,903,1014,2775,1983-01-26,1988-02-25,,,1988-04-07,1988-09-10,,,,34.34,32.54,0
HANUL-2,Operational,"Korea, Republic of",PWR,France CPI,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,957,903,1011,2775,1983-07-05,1989-02-25,,,1989-04-14,1989-09-30,,,,34.49,32.54,0
HANUL-3,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,991,950,1051,2825,1993-07-21,1997-12-21,,,1998-01-06,1998-08-11,,,,35.08,33.63,0
HANUL-4,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,994,950,1052,2825,1993-11-01,1998-12-14,,,1998-12-28,1999-12-31,,,,35.19,33.63,0
HANUL-5,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,989,950,1049,2825,1999-10-01,2003-11-28,,,2003-12-18,2004-07-29,,,,35.01,33.63,0
HANUL-6,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,987,950,1049,2825,2000-09-29,2004-12-16,,,2005-01-07,2005-04-22,,,,34.94,33.63,0
KORI-1,Permanent Shutdown,"Korea, Republic of",PWR,WH 60,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,576,558,607,1729,1972-08-01,1977-06-19,,,1977-06-26,1978-04-29,,,2017-06-18,33.31,32.27,0
KORI-2,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,640,618,681,1882,1977-12-23,1983-04-09,,,1983-04-22,1983-07-25,,,,34.01,32.84,0
KORI-3,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,996,1011,1046,2912,1979-10-01,1985-01-01,,,1985-01-22,1985-09-30,,,,34.2,34.72,0
KORI-4,Operational,"Korea, Republic of",PWR,WH F,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1001,903,1046,2912,1980-04-01,1985-10-26,,,1985-12-31,1986-04-29,,,,34.38,31.01,0
SAEUL-1,Operational,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1392,1340,1488,3983,2008-10-16,2015-12-29,,,2016-01-15,2016-12-20,,,,34.95,33.64,0
SAEUL-2,Operational,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1392,1340,1491,3983,2009-08-19,2019-04-08,,,2019-04-22,2019-08-29,,,,34.95,33.64,0
SAEUL-3,Under Construction,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1340,1340,1400,3983,2017-04-01,N/A,,,N/A,N/A,,,,33.64,33.64,0
SAEUL-4,Under Construction,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1340,1340,1400,3983,2018-09-20,N/A,,,N/A,N/A,,,,33.64,33.64,0
SHIN-HANUL-1,Operational,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1429,1340,1455,3983,2012-07-10,2022-05-22,,,2022-06-09,2022-12-07,,,,35.88,33.64,0
SHIN-HANUL-2,Operational,"Korea, Republic of",PWR,APR-1400,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,1416,1340,1455,3983,2013-06-19,2023-12-06,,,2023-12-21,2024-04-05,,,,35.55,33.64,0
SHIN-KORI-1,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,986,998,1048,2825,2006-06-16,2010-07-15,,,2010-08-04,2011-02-28,,,,34.9,35.33,0
SHIN-KORI-2,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,982,995,1047,2825,2007-06-05,2011-12-27,,,2012-01-28,2012-07-20,,,,34.76,35.22,0
SHIN-WOLSONG-1,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,980,950,1048,2825,2007-11-20,2012-01-06,,,2012-01-27,2012-07-31,,,,34.69,33.63,0
SHIN-WOLSONG-2,Operational,"Korea, Republic of",PWR,OPR-1000,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,976,950,1048,2825,2008-09-23,2015-02-08,,,2015-02-26,2015-07-24,,,,34.55,33.63,0
WOLSONG-1,Permanent Shutdown,"Korea, Republic of",PHWR,CANDU 6,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,661,629,683,2061,1977-10-30,1982-11-21,,,1982-12-31,1983-04-22,,,2019-12-24,32.07,30.52,0
WOLSONG-2,Operational,"Korea, Republic of",PHWR,CANDU 6,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,571,652,599,2061,1992-09-25,1997-01-29,,,1997-04-01,1997-07-01,,,,27.7,31.64,0
WOLSONG-3,Operational,"Korea, Republic of",PHWR,CANDU 6,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,595,665,624,2061,1994-03-17,1998-02-19,,,1998-03-25,1998-07-01,,,,28.87,32.27,0
WOLSONG-4,Operational,"Korea, Republic of",PHWR,CANDU 6,Korea Hydro and Nuclear Power Co.,Korea Hydro and Nuclear Power Co.,569,669,589,2061,1994-07-22,1999-04-10,,,1999-05-21,1999-10-01,,,,27.61,32.46,0
IGNALINA-1,Permanent Shutdown,Lithuania,LWGR,RBMK-1500,The Republic of Lithuania,IGNALINA NUCLEAR POWER PLANT,1185,1500,1300,4800,1977-05-01,1983-10-04,,,1983-12-31,1985-05-01,,,2004-12-31,24.69,31.25,0
IGNALINA-2,Permanent Shutdown,Lithuania,LWGR,RBMK-1500,The Republic of Lithuania,IGNALINA NUCLEAR POWER PLANT,1185,1500,1300,4800,1978-01-01,1986-12-01,,,1987-08-20,1987-12-01,,,2009-12-31,24.69,31.25,0
LAGUNA VERDE-1,Operational,Mexico,BWR,BWR-5,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,777,780,805,2317,1976-09-27,1988-11-04,,,1989-04-09,1990-07-25,,,,33.53,33.66,0
LAGUNA VERDE-2,Operational,Mexico,BWR,BWR-5,COMISION FEDERAL DE ELECTRICIDAD,COMISION FEDERAL DE ELECTRICIDAD,775,780,803,2317,1977-05-31,1994-09-05,,,1994-11-10,1995-04-09,,,,33.45,33.66,0
BORSSELE,Operational,"Netherlands, Kingdom of The",PWR,KWU 2LP,N.V. ELEKTRICITEITS-PRODUKTIEMAATSCHAPPIJ ZUID-NEDERLAND,N.V. ELEKTRICITEITS-PRODUKTIEMAATSCHAPPIJ ZUID-NEDERLAND,482,495,515,1366,1969-07-01,1973-06-20,,,1973-07-04,1973-10-26,,,,35.29,36.24,0
DODEWAARD,Permanent Shutdown,"Netherlands, Kingdom of The",BWR,GE design,BV GEMEENSCHAPPELIJKE KERNENERGIECENTRALE NEDERLAND (BV GKN),BV GEMEENSCHAPPELIJKE KERNENERGIECENTRALE NEDERLAND (BV GKN),55,54,60,183,1965-05-01,1968-06-24,,,1968-10-18,1969-03-26,,,1997-03-26,30.05,29.51,0
CHASNUPP-1,Operational,Pakistan,PWR,CNP-300,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,300,300,325,999,1993-08-01,2000-05-03,,,2000-06-13,2000-09-15,,,,30.03,30.03,0
CHASNUPP-2,Operational,Pakistan,PWR,CNP-300,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,300,300,325,999,2005-12-28,2011-02-22,,,2011-03-14,2011-05-18,,,,30.03,30.03,0
CHASNUPP-3,Operational,Pakistan,PWR,CNP-300,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,315,315,340,999,2011-05-28,2016-08-01,,,2016-10-15,2016-12-06,,,,31.53,31.53,0
CHASNUPP-4,Operational,Pakistan,PWR,CNP-300,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,313,313,340,999,2011-12-18,2017-03-15,,,2017-06-25,2017-09-19,,,,31.33,31.33,0
CHASNUPP-5,Under Construction,Pakistan,PWR,Hualong-1,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,1117,1117,1200,3180,2024-12-30,N/A,,,N/A,N/A,,,,35.13,35.13,0
KANUPP-1,Permanent Shutdown,Pakistan,PHWR,CANDU-137 MW,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,90,125,100,337,1966-08-01,1971-08-01,,,1971-10-18,1972-12-07,,,2021-08-01,26.71,37.09,0
KANUPP-2,Operational,Pakistan,PWR,ACP-1000,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,1017,1017,1100,3060,2015-08-20,2021-02-28,,,2021-03-18,2021-05-21,,,,33.24,33.24,0
KANUPP-3,Operational,Pakistan,PWR,ACP-1000,PAKISTAN ATOMIC ENERGY COMMISSION,PAKISTAN ATOMIC ENERGY COMMISSION,1017,1014,1100,3060,2016-05-31,2022-02-21,,,2022-03-04,2022-04-18,,,,33.24,33.14,0
CERNAVODA-1,Operational,Romania,PHWR,CANDU 6,"Ministerul Economiei, Comertului si mediului de Afaceri","SOCIETATEA NATIONALA NUCLEARELECTRICA, S.A.",650,650,706,2180,1983-03-31,1996-04-16,,,1996-07-11,1996-12-02,,,,29.82,29.82,0
CERNAVODA-2,Operational,Romania,PHWR,CANDU 6,"Ministerul Economiei, Comertului si mediului de Afaceri","SOCIETATEA NATIONALA NUCLEARELECTRICA, S.A.",650,650,705,2180,1983-07-01,2007-05-06,,,2007-08-07,2007-11-01,,,,29.82,29.82,0
AKADEMIK LOMONOSOV-1,Operational,Russia,PWR,KLT-40S 'Floating',Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',32,30,35,150,2007-04-15,2018-11-02,,,2019-12-19,2020-05-22,,,,21.33,20.0,0
AKADEMIK LOMONOSOV-2,Operational,Russia,PWR,KLT-40S 'Floating',Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',32,30,35,150,2007-04-15,2018-11-08,,,2019-12-19,2020-05-22,,,,21.33,20.0,0
APS-1 OBNINSK,Permanent Shutdown,Russia,LWGR,AM-1,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),5,5,6,30,1951-01-01,1954-05-06,,,1954-06-27,1954-12-01,,,2002-04-29,16.67,16.67,0
BALAKOVO-1,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1980-12-01,1985-12-12,,,1985-12-28,1986-05-23,,,,31.67,31.67,0
BALAKOVO-2,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1981-08-01,1987-10-02,,,1987-10-08,1988-01-18,,,,31.67,31.67,0
BALAKOVO-3,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3000,1982-11-01,1988-12-16,,,1988-12-25,1989-04-08,,,,31.67,31.67,0
BALAKOVO-4,Operational,Russia,PWR,VVER V-320,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',950,950,1000,3200,1984-04-01,1993-03-24,,,1993-04-11,1993-12-22,,,,29.69,29.69,0
BELOYARSK-1,Permanent Shutdown,Russia,LWGR,AMB-100,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),Joint Stock Company 'Concern Rosenergoatom',102,102,108,286,1958-06-01,1963-09-01,,,1964-04-26,1964-04-26,,,1983-01-01,35.66,35.66,0
BELOYARSK-2,Permanent Shutdown,Russia,LWGR,AMB-200,MINISTRY OF MEDIUM MACHINE BUILDING OF THE USSR (MINSREDMASH),Joint Stock Company 'Concern Rosenergoatom',146,146,160,530,1962-01-01,1967-10-10,,,1967-12-29,1969-12-01,,,1990-01-01,27.55,27.55,0
BELOYARSK-3,Operational,Russia,FBR,BN-600,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',560,560,600,1470,1969-01-01,1980-02-26,,,1980-04-08,1981-11-01,,,,38.1,38.1,0
BELOYARSK-4,Operational,Russia,FBR,BN-800,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',820,820,885,2100,2006-07-18,2014-06-27,,,2015-12-10,2016-10-31,,,,39.05,39.05,0
BILIBINO-1,Permanent Shutdown,Russia,LWGR,EGP-6,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',11,11,12,62,1970-01-01,1973-12-11,,,1974-01-12,1974-04-01,,,2019-01-14,17.74,17.74,0
BILIBINO-2,Operational,Russia,LWGR,EGP-6,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',11,11,12,62,1970-01-01,1974-12-07,,,1974-12-30,1975-02-01,,,,17.74,17.74,0
BILIBINO-3,Operational,Russia,LWGR,EGP-6,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',11,11,12,62,1970-01-01,1975-12-06,,,1975-12-22,1976-02-01,,,,17.74,17.74,0
BILIBINO-4,Operational,Russia,LWGR,EGP-6,Joint Stock Company 'Concern Rosenergoatom',Joint Stock Company 'Concern Rosenergoatom',11,11,12,62,1970-01-01,1976-12-12,,,1976-12-27,1977-01-01,,,,17.74,17.74,0
BREST-OD-300,Under Construction,Russia,FBR,BREST-OD-300,,,300,300,320,700,2021-06-08,N/A,,,N/A,N/A,,,,42.86,42.86,0
